section,field_id,phpp_label,variant_id,variant_name,datatype,units,value,excel_row
geometry,geometry.window_area_west,Window Area (West),airtightness_erv,Airtightness + ERV,Window Area (West),m2,11.6683408686,324
geometry,geometry.window_area_west,Window Area (West),ph_windows,PH Windows,Window Area (West),m2,11.6683408686,324
geometry,geometry.window_area_horiz,Window Area (Horiz),code_min,Code Min,Window Area (Horiz),m2,0,325
geometry,geometry.window_area_horiz,Window Area (Horiz),ph_assemblies,PH Assemblies,Window Area (Horiz),m2,0,325
geometry,geometry.window_area_horiz,Window Area (Horiz),airtightness_erv,Airtightness + ERV,Window Area (Horiz),m2,0,325
geometry,geometry.window_area_horiz,Window Area (Horiz),ph_windows,PH Windows,Window Area (Horiz),m2,0,325
envelope,envelope.floor_bg,BG Floor,code_min,Code Min,BG Floor,hr-ft2-F/Btu,5,328
envelope,envelope.floor_bg,BG Floor,ph_assemblies,PH Assemblies,BG Floor,hr-ft2-F/Btu,21,328
envelope,envelope.floor_bg,BG Floor,airtightness_erv,Airtightness + ERV,BG Floor,hr-ft2-F/Btu,21,328
envelope,envelope.floor_bg,BG Floor,ph_windows,PH Windows,BG Floor,hr-ft2-F/Btu,21,328
